1215.0000, -38.303
1215.1000, -38.382
1215.2000, -38.451
1215.3000, -38.487
1215.4000, -38.561
1215.5000, -38.575
1215.6000, -38.457
1215.7000, -38.353
1215.8000, -38.273
1215.9000, -38.260
1216.0000, -38.272
1216.1000, -38.194
1216.2000, -38.185
1216.3000, -38.148
1216.4000, -38.101
1216.5000, -38.148
1216.6000, -38.204
1216.7000, -38.205
1216.8000, -38.189
1216.9000, -38.152
1217.0000, -38.014
1217.1000, -37.979
1217.2000, -38.054
1217.3000, -38.170
1217.4000, -38.126
1217.5000, -37.973
1217.6000, -37.892
1217.7000, -37.844
1217.8000, -37.787
1217.9000, -37.735
1218.0000, -37.753
1218.1000, -37.732
1218.2000, -37.614
1218.3000, -37.524
1218.4000, -37.557
1218.5000, -37.587
1218.6000, -37.636
1218.7000, -37.713
1218.8000, -37.769
1218.9000, -37.816
1219.0000, -37.875
1219.1000, -37.949
1219.2000, -37.936
1219.3000, -37.842
1219.4000, -37.776
1219.5000, -37.751
1219.6000, -37.741
1219.7000, -37.725
1219.8000, -37.684
1219.9000, -37.608
1220.0000, -37.472
1220.1000, -37.340
1220.2000, -37.367
1220.3000, -37.449
1220.4000, -37.469
1220.5000, -37.446
1220.6000, -37.363
1220.7000, -37.344
1220.8000, -37.356
1220.9000, -37.309
1221.0000, -37.281
1221.1000, -37.337
1221.2000, -37.321
1221.3000, -37.264
1221.4000, -37.214
1221.5000, -37.230
1221.6000, -37.304
1221.7000, -37.234
1221.8000, -37.140
1221.9000, -37.083
1222.0000, -37.036
1222.1000, -36.963
1222.2000, -36.862
1222.3000, -36.835
1222.4000, -36.871
1222.5000, -36.831
1222.6000, -36.781
1222.7000, -36.783
1222.8000, -36.756
1222.9000, -36.747
1223.0000, -36.794
1223.1000, -36.862
1223.2000, -36.892
1223.3000, -36.824
1223.4000, -36.746
1223.5000, -36.735
1223.6000, -36.686
1223.7000, -36.577
1223.8000, -36.495
1223.9000, -36.451
1224.0000, -36.378
1224.1000, -36.279
1224.2000, -36.254
1224.3000, -36.299
1224.4000, -36.300
1224.5000, -36.238
1224.6000, -36.234
1224.7000, -36.290
1224.8000, -36.310
1224.9000, -36.328
1225.0000, -36.349
1225.1000, -36.373
1225.2000, -36.429
1225.3000, -36.380
1225.4000, -36.312
1225.5000, -36.348
1225.6000, -36.334
