1215.0000, -37.464
1215.0090, -37.460
1215.0180, -37.448
1215.0270, -37.438
1215.0360, -37.451
1215.0450, -37.461
1215.0540, -37.465
1215.0630, -37.452
1215.0720, -37.458
1215.0810, -37.463
1215.0900, -37.462
1215.0990, -37.461
1215.1080, -37.470
1215.1170, -37.449
1215.1260, -37.453
1215.1350, -37.444
1215.1440, -37.437
1215.1530, -37.433
1215.1620, -37.432
1215.1710, -37.421
1215.1800, -37.431
1215.1890, -37.422
1215.1980, -37.415
1215.2070, -37.418
1215.2160, -37.415
1215.2250, -37.422
1215.2340, -37.418
1215.2430, -37.402
1215.2520, -37.400
1215.2610, -37.401
1215.2700, -37.406
1215.2790, -37.401
1215.2880, -37.389
1215.2970, -37.363
1215.3060, -37.374
1215.3150, -37.369
1215.3240, -37.373
1215.3330, -37.380
1215.3420, -37.376
1215.3510, -37.373
1215.3600, -37.369
1215.3690, -37.380
1215.3780, -37.386
1215.3870, -37.387
1215.3960, -37.381
1215.4050, -37.382
1215.4140, -37.378
1215.4230, -37.371
1215.4320, -37.382
1215.4410, -37.378
1215.4500, -37.368
1215.4590, -37.364
1215.4680, -37.360
1215.4770, -37.366
1215.4860, -37.363
1215.4950, -37.370
1215.5040, -37.368
1215.5130, -37.369
1215.5220, -37.361
1215.5310, -37.353
1215.5400, -37.364
1215.5490, -37.347
1215.5580, -37.343
1215.5670, -37.343
1215.5760, -37.351
1215.5850, -37.346
1215.5940, -37.343
1215.6030, -37.338
1215.6120, -37.336
1215.6210, -37.343
1215.6300, -37.355
1215.6390, -37.361
1215.6480, -37.363
1215.6570, -37.361
1215.6660, -37.374
1215.6750, -37.372
1215.6840, -37.369
1215.6930, -37.369
1215.7020, -37.378
1215.7110, -37.377
1215.7200, -37.371
1215.7290, -37.365
1215.7380, -37.375
1215.7470, -37.382
1215.7560, -37.371
1215.7650, -37.383
1215.7740, -37.389
1215.7830, -37.382
1215.7920, -37.386
1215.8010, -37.392
1215.8100, -37.385
1215.8190, -37.391
1215.8280, -37.381
1215.8370, -37.388
1215.8460, -37.391
1215.8550, -37.398
1215.8640, -37.398
1215.8730, -37.412
1215.8820, -37.410
1215.8910, -37.408
1215.9000, -37.410
1215.9090, -37.417
1215.9180, -37.415
1215.9270, -37.402
1215.9360, -37.391
1215.9450, -37.389
1215.9540, -37.377
1215.9630, -37.380
1215.9720, -37.382
1215.9810, -37.389
1215.9900, -37.384
1215.9990, -37.376
1216.0080, -37.375
1216.0170, -37.372
1216.0260, -37.384
1216.0350, -37.369
1216.0440, -37.362
1216.0530, -37.357
1216.0620, -37.361
1216.0710, -37.364
1216.0800, -37.363
1216.0890, -37.362
1216.0980, -37.358
1216.1070, -37.359
1216.1160, -37.368
1216.1250, -37.361
1216.1340, -37.374
1216.1430, -37.380
1216.1520, -37.385
1216.1610, -37.392
1216.1700, -37.403
1216.1790, -37.398
1216.1880, -37.395
1216.1970, -37.398
1216.2060, -37.394
1216.2150, -37.390
1216.2240, -37.381
1216.2330, -37.366
1216.2420, -37.364
1216.2510, -37.369
1216.2600, -37.365
1216.2690, -37.355
1216.2780, -37.352
1216.2870, -37.359
1216.2960, -37.363
1216.3050, -37.365
1216.3140, -37.364
1216.3230, -37.360
1216.3320, -37.353
1216.3410, -37.345
1216.3500, -37.338
1216.3590, -37.330
1216.3680, -37.325
1216.3770, -37.319
1216.3860, -37.317
1216.3950, -37.314
1216.4040, -37.302
1216.4130, -37.304
1216.4220, -37.315
1216.4310, -37.304
1216.4400, -37.298
1216.4490, -37.301
1216.4580, -37.300
1216.4670, -37.305
1216.4760, -37.299
1216.4850, -37.300
1216.4940, -37.287
1216.5030, -37.281
1216.5120, -37.279
1216.5210, -37.274
1216.5300, -37.280
1216.5390, -37.271
1216.5480, -37.270
1216.5570, -37.274
1216.5660, -37.263
1216.5750, -37.265
1216.5840, -37.266
1216.5930, -37.260
1216.6020, -37.269
1216.6110, -37.267
1216.6200, -37.266
1216.6290, -37.254
1216.6380, -37.241
1216.6470, -37.244
1216.6560, -37.233
1216.6650, -37.224
1216.6740, -37.226
1216.6830, -37.225
1216.6920, -37.218
1216.7010, -37.218
1216.7100, -37.212
1216.7190, -37.213
1216.7280, -37.208
1216.7370, -37.198
1216.7460, -37.186
1216.7550, -37.176
1216.7640, -37.170
1216.7730, -37.154
1216.7820, -37.148
1216.7910, -37.135
1216.8000, -37.127
1216.8090, -37.125
1216.8180, -37.117
1216.8270, -37.120
1216.8360, -37.116
1216.8450, -37.108
1216.8540, -37.094
1216.8630, -37.088
1216.8720, -37.087
1216.8810, -37.088
1216.8900, -37.082
1216.8990, -37.078
1216.9080, -37.070
1216.9170, -37.064
1216.9260, -37.069
1216.9350, -37.075
1216.9440, -37.078
1216.9530, -37.082
1216.9620, -37.076
1216.9710, -37.072
1216.9800, -37.059
1216.9890, -37.053
1216.9980, -37.048
1217.0070, -37.052
1217.0160, -37.060
1217.0250, -37.045
1217.0340, -37.048
1217.0430, -37.045
1217.0520, -37.039
1217.0610, -37.029
1217.0700, -37.012
1217.0790, -37.005
1217.0880, -37.003
1217.0970, -37.005
1217.1060, -36.997
1217.1150, -36.983
1217.1240, -36.970
1217.1330, -36.960
1217.1420, -36.952
1217.1510, -36.941
1217.1600, -36.929
1217.1690, -36.917
1217.1780, -36.909
1217.1870, -36.914
1217.1960, -36.901
1217.2050, -36.902
1217.2140, -36.910
1217.2230, -36.898
1217.2320, -36.906
1217.2410, -36.916
1217.2500, -36.912
1217.2590, -36.900
1217.2680, -36.898
1217.2770, -36.906
1217.2860, -36.896
1217.2950, -36.899
1217.3040, -36.896
1217.3130, -36.889
1217.3220, -36.885
1217.3310, -36.871
1217.3400, -36.876
1217.3490, -36.878
1217.3580, -36.880
1217.3670, -36.879
1217.3760, -36.872
1217.3850, -36.864
1217.3940, -36.867
1217.4030, -36.875
1217.4120, -36.884
1217.4210, -36.879
1217.4300, -36.877
1217.4390, -36.883
1217.4480, -36.883
1217.4570, -36.887
1217.4660, -36.885
1217.4750, -36.889
1217.4840, -36.878
1217.4930, -36.877
1217.5020, -36.889
1217.5110, -36.887
1217.5200, -36.892
1217.5290, -36.887
1217.5380, -36.887
1217.5470, -36.894
1217.5560, -36.901
1217.5650, -36.899
1217.5740, -36.898
1217.5830, -36.888
1217.5920, -36.899
1217.6010, -36.887
1217.6100, -36.891
1217.6190, -36.882
1217.6280, -36.875
1217.6370, -36.876
1217.6460, -36.874
1217.6550, -36.876
1217.6640, -36.883
1217.6730, -36.881
1217.6820, -36.882
1217.6910, -36.872
1217.7000, -36.864
1217.7090, -36.850
1217.7180, -36.835
1217.7270, -36.831
1217.7360, -36.837
1217.7450, -36.838
1217.7540, -36.841
1217.7630, -36.830
1217.7720, -36.829
1217.7810, -36.835
1217.7900, -36.837
1217.7990, -36.845
1217.8080, -36.846
1217.8170, -36.847
1217.8260, -36.844
1217.8350, -36.842
1217.8440, -36.844
1217.8530, -36.849
1217.8620, -36.847
1217.8710, -36.835
1217.8800, -36.828
1217.8890, -36.832
1217.8980, -36.832
1217.9070, -36.828
1217.9160, -36.829
1217.9250, -36.833
1217.9340, -36.834
1217.9430, -36.835
1217.9520, -36.831
1217.9610, -36.826
1217.9700, -36.825
1217.9790, -36.828
1217.9880, -36.828
1217.9970, -36.832
1218.0060, -36.831
1218.0150, -36.825
1218.0240, -36.827
1218.0330, -36.830
1218.0420, -36.833
1218.0510, -36.835
1218.0600, -36.842
1218.0690, -36.850
1218.0780, -36.857
1218.0870, -36.860
1218.0960, -36.847
1218.1050, -36.855
1218.1140, -36.862
1218.1230, -36.873
1218.1320, -36.871
1218.1410, -36.879
1218.1500, -36.881
1218.1590, -36.886
1218.1680, -36.889
1218.1770, -36.891
1218.1860, -36.888
